InteractionNumber,ElapsedTime,SplitTime,missCount
-0.1013459,0.005753753,0.1198989,347.1814,342.7505,6.22714
-0.09324,0.008600361,0.1070479,348.4208,355.3757,3.606634
-0.06042824,0.00349904,0.119245,349.0386,17.97762,358.7563
-0.03868479,-0.01236672,0.1534263,355.6895,27.57166,357.673
-0.02159799,-0.02484415,0.2000787,0.83833,30.03889,357.9903
0.01054243,-0.0475829,0.2738898,7.721403,31.0847,1.099375
0.06254362,-0.07180466,0.3468492,10.35959,31.68058,3.618271
0.09354122,-0.06324309,0.3822784,12.26433,32.64037,3.200142
0.1278869,-0.04815425,0.4078313,10.32172,33.00944,4.355857
0.1601484,-0.05872248,0.4416979,5.465656,33.17007,3.844636
0.1848622,-0.09789997,0.4873044,5.71614,32.91299,2.660243
0.2138536,-0.1581639,0.5600851,10.0505,30.37608,3.323979
0.2054813,-0.157715,0.5711332,12.05255,29.68717,3.231633
0.1533946,-0.104113,0.5072114,3.160696,31.10665,4.141648
0.06534267,-0.06058268,0.3630192,352.7921,39.70647,4.121846
0.002326354,-0.05185208,0.2430661,352.7122,54.49581,2.238231
-0.03857151,-0.03355054,0.1545109,353.4074,66.36399,1.495602
-0.07162081,-0.009139711,0.05679256,352.5493,79.09633,0.9126373
-0.07804325,-0.007473614,-0.00901572,352.0456,91.97369,358.6915
-0.07475215,-0.009746476,-0.04763782,353.0815,100.5933,359.0628
-0.06656146,-0.01791032,-0.09077968,359.8929,115.9571,359.8192
-0.06222362,-0.02960307,-0.1104525,7.226156,122.5305,2.446093
-0.05980185,-0.02954243,-0.1151325,7.114192,122.0385,3.417653
-0.05173304,-0.02291166,-0.0926216,4.757894,108.0307,3.007655
-0.05651519,-0.01726051,-0.03576823,2.166461,76.55459,3.546738
-0.08827562,-0.01594036,0.01317871,2.141831,46.33497,5.95151
-0.152734,-0.01576704,0.0517479,3.282465,3.192211,7.85939
-0.1855734,-0.01477174,0.05604118,2.649632,339.6233,6.942218
-0.1991789,-0.01394853,0.05559987,1.759256,324.9453,5.570943
-0.2121104,-0.01870774,0.05156103,2.622201,310.9156,4.172684
-0.2194934,-0.02278481,0.04793088,3.70816,304.0071,3.029531
