InteractionNumber,ElapsedTime,SplitTime,missCount
16.50367,-0.008299348,-0.06756277,-0.1506385,15.96104,275.7503,9.620154
16.60439,0.01397663,-0.08115218,-0.190407,22.84972,273.7073,15.06339
16.71661,0.04404925,-0.1012693,-0.2326368,35.31326,264.6637,16.34011
16.81663,0.06805907,-0.105661,-0.2661604,38.12821,249.9097,9.735442
16.9171,0.08901343,-0.09765479,-0.2943654,33.10041,234.3069,3.771903
17.02958,0.1148996,-0.08569515,-0.3142793,27.07993,217.9724,0.6423235
17.13032,0.1380492,-0.0727796,-0.3231364,20.94337,202.3843,0.06998011
17.24287,0.1584285,-0.05927669,-0.3249271,13.99258,186.8189,359.5708
17.34324,0.1647147,-0.04674907,-0.3238862,9.189775,178.538,358.3009
17.44334,0.1571674,-0.03435768,-0.3218197,3.454648,178.3505,359.7668
17.54363,0.1605584,-0.02763514,-0.3178924,0.5318257,170.8632,1.475114
17.6437,0.1733582,-0.02311983,-0.3094895,358.0667,155.7056,0.9638407
17.74418,0.1829458,-0.01853735,-0.2967271,354.8264,140.8776,1.691197
17.84482,0.1912269,-0.01612197,-0.2763159,352.8058,122.7102,3.456962
17.94597,0.1922155,-0.01743787,-0.2585811,352.736,108.3616,3.386364
18.05682,0.1878678,-0.01972694,-0.2456229,354.108,98.69528,2.97884
18.17045,0.1758073,-0.01722157,-0.2382521,352.0785,95.65456,3.308
18.28244,0.1522803,-0.01169151,-0.2272021,347.2497,95.20649,3.947439
18.38268,0.1254435,-0.008186443,-0.2150843,344.2582,95.13326,4.055094
18.48498,0.09295654,-0.01145558,-0.2040821,343.005,95.92482,3.31062
18.59549,0.05141545,-0.01776778,-0.1946933,342.6997,97.06403,2.257343
18.69558,0.01418989,-0.02353185,-0.1914126,344.6691,99.09134,1.274268
18.79607,-0.01298468,-0.0216366,-0.1916999,345.9035,103.9621,359.4327
18.89619,-0.0285248,-0.02493026,-0.2028959,346.5544,114.6624,359.0045
18.99649,-0.04302153,-0.03061259,-0.2262663,350.1117,132.015,356.7199
19.09692,-0.05852113,-0.03522722,-0.2498201,354.5585,152.3972,355.7826
19.20958,-0.06865667,-0.03784939,-0.2643709,357.613,171.7705,357.6673
19.30986,-0.06319159,-0.04039511,-0.2688792,358.8307,183.2811,359.3272
19.41022,-0.03893611,-0.03918489,-0.2700438,358.7313,188.338,359.5918
19.51047,-0.00186487,-0.0322887,-0.2702055,358.9071,188.2401,0.5062289
19.6108,0.0341922,-0.0288284,-0.2636952,357.636,183.6278,359.7867
19.7127,0.0568,-0.02546384,-0.2467678,354.6696,175.0956,358.9645
19.82433,0.05825038,-0.02117306,-0.2207204,348.6401,166.1329,357.1535
19.93553,0.04948829,-0.02342519,-0.1938556,346.8347,155.0707,356.6816
20.03599,0.03728572,-0.02768264,-0.1719171,347.6937,146.1611,357.148
20.13667,0.01998719,-0.03342978,-0.1521899,349.7558,140.8615,357.3519
20.23685,0.000635691,-0.03951152,-0.1357277,352.068,137.9813,358.9676
20.33711,-0.0113178,-0.04166512,-0.1215363,352.3195,136.4885,359.2688
20.43752,-0.008579679,-0.03891041,-0.1163064,350.0266,137.3873,359.6617
20.53768,-0.002239259,-0.03986851,-0.1224973,351.5404,143.2605,0.02315872
20.63827,0.00266247,-0.03859977,-0.136455,352.8915,155.7052,359.1553
20.73829,0.007399205,-0.037282,-0.150957,353.5837,169.6344,359.2979
20.83831,0.01400793,-0.03457974,-0.1631605,353.2747,182.4992,359.5986
20.93877,0.02155003,-0.03387012,-0.1726685,354.4356,194.5433,0.4391138
21.0388,0.03020073,-0.02915538,-0.1795637,353.8873,205.7677,2.398111
21.13924,0.03923491,-0.02688288,-0.1796287,351.9285,219.094,5.60093
21.24127,0.04917077,-0.02959503,-0.1789431,354.201,228.7903,6.298188
21.35257,0.0583564,-0.03531192,-0.176106,356.9556,236.5135,5.860221
21.46488,0.07010313,-0.02885619,-0.1708928,352.5398,237.941,4.317647
21.56512,0.079661,-0.02241686,-0.1615096,347.846,237.6,3.837228
21.66553,0.0889106,-0.01967601,-0.1460762,342.1847,237.4995,1.840625
21.76559,0.1087721,-0.02011689,-0.1295446,336.1927,236.288,359.0946
21.86634,0.1346818,-0.01502845,-0.1162334,331.5928,234.7185,357.0191
21.97856,0.1651782,-0.01564527,-0.09677166,332.5773,228.9611,359.1559
22.07873,0.1907084,-0.01017014,-0.06148748,335.4834,223.5804,359.2924
22.18006,0.2124271,-0.01939676,-0.01104848,339.5598,220.7741,358.7364
22.29222,0.237036,-0.03296972,0.0383651,340.1176,214.2915,2.147312
22.39241,0.2597867,-0.02805859,0.05661783,337.2968,208.4929,0.594494
22.49278,0.2837478,-0.02082125,0.05697527,337.2278,196.7753,1.705426
22.59311,0.3035758,-0.01333859,0.04634097,334.0001,183.3261,2.867196
22.70593,0.3155394,-0.008681993,0.02088861,330.2181,175.1355,4.247584
22.81808,0.3227736,-0.003740742,-0.01530236,323.9404,168.8135,4.719422
22.91845,0.3296538,-0.0001502943,-0.05046448,320.0706,160.6034,7.155457
23.01859,0.3320302,0.006514734,-0.08348817,320.6115,151.5129,10.2141
23.11914,0.3242131,0.004550104,-0.1114963,325.7567,143.125,10.01897
23.21915,0.3050548,-0.0004807782,-0.1330923,332.5948,135.2441,8.6471
23.31989,0.2774174,-0.009045273,-0.1508905,338.3794,129.586,7.266077
23.41998,0.2467152,-0.01616446,-0.1636163,341.5558,124.4972,6.983441
23.53283,0.2206433,-0.01492154,-0.1697362,344.0706,123.9769,4.104184
23.63304,0.2094942,-0.02339388,-0.1642351,349.8078,127.1648,2.675269
23.73321,0.206872,-0.03489418,-0.1456314,355.658,130.4819,3.913455
23.83353,0.2109775,-0.042206,-0.1158126,0.4076471,131.8525,3.946372
23.94631,0.2083443,-0.04490668,-0.07664238,3.532868,131.4798,4.389091
24.0464,0.185452,-0.04723821,-0.04036192,7.344281,132.7685,2.929745
24.14713,0.1476339,-0.05015017,-0.01060731,7.395526,137.0776,2.313251
24.25954,0.1094327,-0.04291106,0.0149965,2.580061,140.3089,3.725935
24.37238,0.09110108,-0.03751609,0.03874241,355.288,141.0626,2.123707
24.47315,0.08028701,-0.03823495,0.05761065,353.4899,140.6264,4.055129
24.57999,0.07609452,-0.03621914,0.07343627,347.3926,138.8982,5.159981
24.68605,0.07102305,-0.03999109,0.08643626,342.828,137.305,6.352753
24.7861,0.06292191,-0.04666419,0.09644621,341.8929,136.8606,5.579851
24.89793,0.0500376,-0.05255333,0.1088066,340.7851,135.8057,4.206688
24.9982,0.03498656,-0.05933373,0.1204691,341.239,135.1051,3.24698
25.09892,0.01953328,-0.06051443,0.1292628,342.9901,134.5756,3.086961
25.19891,0.009671068,-0.05383291,0.1320706,342.8907,135.9134,1.31865
25.29909,-0.003405124,-0.05100295,0.1221416,344.3095,143.6023,0.05636537
25.39943,-0.02265136,-0.0505631,0.1027975,346.9971,159.1495,357.9712
25.50022,-0.03987401,-0.05106414,0.08227208,350.0331,175.9323,356.6157
25.61272,-0.04681254,-0.05098376,0.05834653,352.8427,192.1064,356.9351
25.71291,-0.03844297,-0.04925612,0.03515067,354.0218,204.0854,357.5139
25.81306,-0.01793324,-0.0474734,0.009818545,355.4845,215.2616,358.2361
25.91313,0.01025108,-0.04706236,-0.01560531,358.8967,224.3124,359.5041
26.01327,0.03816381,-0.04148105,-0.03785649,0.05671726,232.424,358.5225
26.11405,0.06269564,-0.03789555,-0.05751023,359.7947,237.6181,359.8229
26.22688,0.08874273,-0.03718955,-0.0746538,359.7025,236.5907,1.513388
26.32713,0.1063745,-0.03566006,-0.07519264,358.7794,232.6459,1.690894
26.42736,0.1163727,-0.03528829,-0.05243785,358.8442,230.6004,1.073058
26.52741,0.1223135,-0.0352992,-0.0152113,0.1963683,225.7509,1.489883
26.62785,0.1267942,-0.03818643,0.02747267,2.584973,219.0246,2.570922
26.72809,0.1365327,-0.03597199,0.06925505,2.799012,213.0825,3.099478
26.84062,0.1608571,-0.03378504,0.1156807,3.501359,210.0008,1.80452
26.94125,0.1881574,-0.031979,0.1549577,1.764914,208.8625,1.520056
